graph_id,src_id,dst_id,label,train_mask,val_mask,test_mask
0,20,27,0,True,False,False
0,36,46,0,True,False,False
0,46,36,0,True,False,False
0,36,12,0,True,False,False
0,12,36,0,True,False,False
0,38,48,0,True,False,False
0,48,38,0,True,False,False
0,38,12,0,True,False,False
0,12,38,0,True,False,False
0,17,15,0,True,False,False
0,15,17,0,True,False,False
0,17,51,0,True,False,False
0,51,17,0,True,False,False
0,39,37,0,True,False,False
0,37,39,0,True,False,False
0,48,12,0,True,False,False
0,12,48,0,True,False,False
0,27,48,0,True,False,False
0,48,27,0,True,False,False
0,30,12,0,True,False,False
0,12,30,0,True,False,False
0,50,12,0,True,False,False
0,12,50,0,True,False,False
0,12,16,0,True,False,False
0,16,12,0,True,False,False
0,1,12,0,True,False,False
0,12,1,0,True,False,False
0,12,31,0,True,False,False
0,31,12,0,True,False,False
0,12,44,0,True,False,False
0,44,12,0,True,False,False
0,12,46,0,True,False,False
0,46,12,0,True,False,False
0,12,14,0,True,False,False
0,14,12,0,True,False,False
0,0,12,0,True,False,False
0,12,0,0,True,False,False
0,13,12,0,True,False,False
0,12,13,0,True,False,False
0,3,12,0,True,False,False
0,12,3,0,True,False,False
0,43,12,0,True,False,False
0,12,43,0,True,False,False
0,25,12,0,True,False,False
0,12,25,0,True,False,False
0,22,12,0,True,False,False
0,12,22,0,True,False,False
0,12,41,0,True,False,False
0,41,12,0,True,False,False
0,8,12,0,True,False,False
0,12,8,0,True,False,False
0,52,2,0,True,False,False
0,2,52,0,True,False,False
0,52,21,0,True,False,False
0,21,52,0,True,False,False
0,32,37,0,True,False,False
0,37,32,0,True,False,False
0,51,15,0,True,False,False
0,15,51,0,True,False,False
0,22,51,0,True,False,False
0,51,22,0,True,False,False
0,45,31,0,True,False,False
0,31,45,0,True,False,False
0,31,16,0,True,False,False
0,16,31,0,True,False,False
0,1,31,0,True,False,False
0,31,1,0,True,False,False
0,31,18,0,True,False,False
0,18,31,0,True,False,False
0,31,44,0,True,False,False
0,44,31,0,True,False,False
0,7,31,0,True,False,False
0,31,7,0,True,False,False
0,30,2,0,True,False,False
0,2,30,0,True,False,False
0,30,21,0,True,False,False
0,21,30,0,True,False,False
0,1,44,0,True,False,False
0,44,1,0,True,False,False
0,41,46,0,True,False,False
0,46,41,0,True,False,False
0,14,41,0,True,False,False
0,41,14,0,True,False,False
0,0,41,0,True,False,False
0,41,0,0,True,False,False
0,8,41,0,True,False,False
0,41,8,0,True,False,False
0,47,2,0,True,False,False
0,2,47,0,True,False,False
0,2,37,0,True,False,False
0,37,2,0,True,False,False
0,26,2,0,True,False,False
0,2,26,0,True,False,False
0,21,2,0,True,False,False
0,2,21,0,True,False,False
0,34,4,0,True,False,False
0,4,34,0,True,False,False
0,34,6,0,True,False,False
0,6,34,0,True,False,False
0,22,15,0,True,False,False
0,15,22,0,True,False,False
0,44,14,0,True,False,False
0,14,44,0,True,False,False
0,3,14,0,True,False,False
0,14,3,0,True,False,False
0,8,14,0,True,False,False
0,14,8,0,True,False,False
0,50,15,0,True,False,False
0,15,50,0,True,False,False
0,50,4,0,True,False,False
0,4,50,0,True,False,False
0,43,10,0,True,False,False
0,10,43,0,True,False,False
0,43,21,0,False,True,False
0,21,43,0,False,True,False
0,7,16,0,False,True,False
0,16,7,0,False,True,False
0,7,18,0,False,True,False
0,18,7,0,False,True,False
0,26,37,0,False,True,False
0,37,26,0,False,True,False
0,45,18,0,False,True,False
0,18,45,0,False,True,False
0,18,16,0,False,True,False
0,16,18,0,False,True,False
0,33,18,0,False,True,False
0,18,33,0,False,True,False
0,37,18,0,False,True,False
0,18,37,0,False,True,False
0,28,15,0,False,True,False
0,15,28,0,False,True,False
0,28,4,0,False,True,False
0,4,28,0,False,True,False
0,0,46,0,False,True,False
0,46,0,0,False,True,False
0,53,10,0,False,True,False
0,10,53,0,False,True,False
0,53,21,0,False,True,False
0,21,53,0,False,True,False
0,4,15,0,False,True,False
0,15,4,0,False,True,False
0,13,4,0,False,False,True
0,4,13,0,False,False,True
0,4,6,0,False,False,True
0,6,4,0,False,False,True
0,33,16,0,False,False,True
0,16,33,0,False,False,True
0,25,10,0,False,False,True
0,10,25,0,False,False,True
0,25,6,0,False,False,True
0,6,25,0,False,False,True
0,3,44,0,False,False,True
0,44,3,0,False,False,True
0,49,10,0,False,False,True
0,10,49,0,False,False,True
0,49,6,0,False,False,True
0,6,49,0,False,False,True
0,6,10,0,False,False,True
0,10,6,0,False,False,True
0,10,21,0,False,False,True
0,21,10,0,False,False,True
0,47,16,0,False,False,True
0,16,47,0,False,False,True
0,37,16,0,False,False,True
0,16,37,0,False,False,True
0,5,37,0,False,False,True
0,37,5,0,False,False,True
0,13,6,0,False,False,True
0,6,13,0,False,False,True
0,47,37,0,False,False,True
0,37,47,0,False,False,True
